tick,population,active,withdrawn,dead_cumulative,births,deaths,mean_stress,mean_W,mean_density,max_cell_count,civilization_phase
346,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
347,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
348,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
349,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
350,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
351,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
352,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
353,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
354,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
355,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
356,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
357,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
358,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
359,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
360,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
361,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
362,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
363,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
364,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
365,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
366,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
367,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
368,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
369,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
370,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
371,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
372,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
373,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
374,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
375,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
376,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
377,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
378,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
379,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
380,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
381,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
382,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
383,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
384,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
385,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
386,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
387,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
388,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
389,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
390,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
391,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
392,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
393,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
394,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
395,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
396,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
397,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
398,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
399,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
400,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
401,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
402,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
403,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
404,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
405,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
406,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
407,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
408,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
409,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
410,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
411,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
412,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
413,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
414,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
415,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
416,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
417,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
418,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
419,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
420,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
421,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
422,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
423,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
424,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
425,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
426,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
427,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
428,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
429,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
430,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
431,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
432,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
433,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
434,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
435,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
436,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
437,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
438,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
439,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
440,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
441,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
442,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
443,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
444,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
445,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
446,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
447,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
448,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
449,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
450,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
451,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
452,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
453,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
454,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
455,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
456,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
457,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
458,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
459,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
460,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
461,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
462,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
463,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
464,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
465,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
466,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
467,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
468,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
469,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
470,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
471,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
472,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
473,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
474,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
475,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
476,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
477,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
478,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
479,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
480,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
481,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
482,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
483,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
484,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
485,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
486,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
487,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
488,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
489,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
490,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
491,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
492,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
493,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
494,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
495,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
496,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
497,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
498,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
499,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
500,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
